id,subject,description
1367,,"Gostaria de acesso a uma API para integrar com nosso sistema. Aguardo com prioridade, por favor."
1368,Onde altero a senha,Gostaria de saber onde altero minha senha de acesso.
1369,Insatisfeito com cobrança,"Estou decepcionado, cobrança errada e ninguém resolve."
1370,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso?"
1371,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado. É só uma dúvida, pode responder com calma."
1372,Onde altero a senha,Gostaria de saber onde altero minha senha de acesso.
1373,Reembolso pendente,"Pedi o reembolso semana passada e ainda não caiu no cartão. É só uma dúvida, pode responder com calma."
1374,,"ONDE CONFIGURO PARA RECEBER NOTIFICAÇÕES POR E-MAIL? NÃO CONSIGO TRABALHAR, PRECISO DE SOLUÇÃO IMEDIATA."
1375,Botão quebrado,"O botao de exportar nao funciona, nada acontece ao clicar. Nao consigo trabalhar, preciso de solucao imediata."
1376,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser?
1377,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito. Estou bloqueado por causa disso."
1378,Onde altero a senha,Gostaria de saber onde altero minha senha de acesso.
1379,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha."
1380,Exportação em Excel,Gostaria que tivesse a opção de exportar em Excel além de PDF. Estou bloqueado por causa disso.
1381,Upload falhando,"O envio de arquivo falha sempre com mensagem de erro. É só uma dúvida, pode responder com calma."
1382,Upload falhando,O envio de arquivo falha sempre com mensagem de erro.
1383,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? É só uma dúvida, pode responder com calma."
1384,Péssimo atendimento,"Estou muito insatisfeito com o suporte, ninguém resolve nada."
1385,Alterar forma de pagamento,Quero trocar o cartão de crédito cadastrado para o pagamento.
1386,Integração com Slack,"Poderiam adicionar integração com o Slack para avisos? Não consigo trabalhar, preciso de solução imediata. Além disso, preciso atualizar o endereço e o telefone da minha conta."
1387,,Poderia adicionar um relatório de produtividade por equipe?
1388,Atualização de cadastro,"Preciso atualizar o endereço e o telefone da minha conta. É importante, preciso resolver rápido."
1389,Sugestão de recurso,"Gostaria que o sistema permitisse adicionar tags nos tickets. Crítico, resolvam o quanto antes!"
1390,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Apenas uma sugestão, sem urgência."
1391,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser? Estou bloqueado por causa disso.
1392,Descaso com o cliente,"Faz dias que aguardo retorno e ninguem responde, um descaso. Está tudo parado em producao, urgente! Alem disso, aparece uma falhaq uando clico em salvar e o botao nao funciona."
1393,Cobrança indevida,Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso.
1394,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo."
1395,,"PODERIA ADICIONAR UM MODO ESCURO? SERIA UM RECURSO MUITO ÚTIL. APNEAS UMA SUGESTÃO, SEM URGÊNCIA."
1396,Exportação em Excel,"Gostaria que tivesse a opção de exportar em Excel além de PDF. É só uma dúvida, pode responder com calma."
1397,Recuperar acesso,"Esqueci meu login, como faco para recuperar o acesso? Alem disso, gostaria de acesso a uma API para integrar com nosso sistema."
1398,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar. Crítico, resolvam o quanto antes!"
1399,Crash no relatório,Ao gerar o relatório o sistema quebra e trava a sessão.
1400,Dúvida sobre plano,"Qual a diferença entre os planos? Posso trocar quando quiser? Aguardo com prioridade, por favor."
1401,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. É importante, preciso resolver rápido."
1402,Dúvida sobre plano,"Qual a diferença entre os planos? Posso trocar quando quiser? Aguardo com prioridade, por favor."
1403,Insatisfeito com cobrança,"Estou decepcionado, cobrança errada e ninguém resolve. Estou bloqueado por causa disso."
1404,Integração com Slack,"Poderiam adicionar integração com o Slack para avisos? Não consigo trabalhar, preciso de solução imediata."
1405,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. Está tudo parado em produca,o urgente!"
1406,Erro na fatura,O valor da fatura está diferente do combinado no plano.
1407,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser?
1408,Atualização de cadastro,"Preciso atualizar o endereço e o telefone da minha conta. Além disso, preciso atualizar o endereço e o telefone da minha conta."
1409,Como exportar relatório,Como faço para exportar o relatório mensal em PDF? Onde fica essa opção?
1410,Como convidar usuário,Como posso convidar outro usuário para a minha conta? Estou bloqueado por causa disso.
1411,Tela em branco,"Depois do último update a tela fica em branco, parece um bug. Apenas uma sugestão, sem urgência."
1412,Exportação em Excel,"Gostaria que tivesse a opção de exportar em Excel além de PDF. Está tudo parado em produção, urgente!"
1413,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Aguardo com prioridade, por favor."
1414,Novo relatório,"Poderia adicionar um relatório de produtividade por equipe? É importante, preciso resolver rápido."
1415,Dúvida sobre plano,Qual a diferença entre os planos? Posso trocar quando quiser?
1416,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado. Crítico, resolvam o quanto antes!"
1417,Como convidar usuário,Como posso convidar outro usuário para a minha conta?
1418,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? Está tudo parado em produção, urgente!"
1419,,"PODERIAM ME PASSAR O CONTATO DA EQUIPE COMERCIAL? AGUARDO COM PRIORIDADE, POR FAVOR."
1420,Upload falhando,O envio de arquivo falha sempre com mensagem de erro.
1421,Login com falha,"Nao consigo logar, dá erro e a página recarrega sozinha. Estou bloqueado por causa disso."
1422,Como exportar relatório,"Como faço para exportar o relatório mensal em PDF? Onde fica essa opção? É importante, preciso resolver rápido."
1423,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. É importante, preciso resolver rápido."
1424,Boleto não chegou,"O boleto da assinatura não cheguo, preciso pagar o pagamento."
1425,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. É só uma dúvida, pode responder com calma."
1426,Como exportar relatório,"Como faço para exportar o relatório mensal em PDF? Onde fica essa opção? Está tudo parado em produção, urgente!"
1427,Sugestão de recurso,"Gostaria que o sistema permitisse adicionar tags nos tickets. Sem pressa, quando puderem."
1428,Login com falha,"Não consigo logar, dá erro e a página recarrega sozinha. Sem pressa, quando puderem."
1429,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo? Estou bloqueado por causa disso."
1430,,COMO FAÇO PARA EXPORTAR O RELATÓRIO MENSAL EM PDF? ONDE FICA ESSA OPÇÃO?
1431,Sistema sempre lento,"O sistema está horrível de lento, muito decepcionado. Não consigo trabalhar, preciso de solução imediata. Além disso, ao gerar o relatório o sistema quebra e trava a sessão."
1432,Exportação em Excel,"Gostaria que tivesse a opção de exportar em Excel além de PDF. Além disso, poderia adicionar um relatório de produtividade por equipe?"
1433,Pedido de nova feature,"Poderia adicionar um modo escuro? Seria um recurso muito útil. Aguardo com prioridade, por favor."
1434,Descaso com o cliente,"Faz dias que aguardo retorno e ninguém responde, um descaso. É só uma dúvida, pode responder com calma."
1435,Como convidar usuário,"Como posso convidar outro usuário para a minha conta? É só uma dúvida, pode responder com calma."
1436,Crash no relatório,Ao gerar o relatório o sistema quebra e trava a sessão.
1437,Como convidar usuário,Como posso convidar outro usuário para a minha conta?
1438,Como convidar usuário,"Como posso convidar outro usuário para a minha conta? Crítico, resolvam o quanto antes!"
1439,,PODERIA ADICIONAR UM RELATÓRIO DE PRODUTIVIDADE POR EQUIPE?
1440,,"ESQUECI MEU LOGIN, COMO FAÇO PARA RECUPERAR O ACESSO? É IMPORTANTE, PRECISO RESOLVER RÁPIDO."
1441,Como exportar relatório,Como faco para exportar o relatório mensal em PDF? Ondef ica essa opcao?
1442,Alterar forma de pagamento,"Quero trocar o cartão de crédito cadastrado para o pagamento. Não consigo trabalhar, preciso de solução imediata."
1443,Personalizar dashboard,Solicito a possibilidade de personalizar os cards do dashboard.
1444,Cobrança indevida,"Fui cobrado duas vezes na fatura deste mês no cartão. Solicito o reembolso. Aguardo com prioridade, por favor."
1445,Sugestão de recurso,Gostaria que o sistema permitisse adicionar tags nos tickets.
1446,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo?"
1447,Alterar forma de pagamento,Quero trocar o cartão de crédito cadastrado para o pagamento. Estou bloqueado por causa disso.
1448,Como exportar relatório,"Como faco para exportar o relatório mensal em PDF? Onde fica essa opcao? Aguardo com prioridade, por favor."
1449,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso? Não consigo trabalhar, preciso de solução imediata."
1450,Péssimo atendimento,"Estou muito insatisfeito com o suporte, ninguém resolve nada. Crítico, resolvam o quanto antes!"
1451,,"ESTOU DECEPCIONADO, COBRANÇA ERRADA E NINGUÉM RESOLVE. É SÓ UMA DÚVIDA, PODE RESPONDER COM CALMA."
1452,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. Está tudo parado em produção, urgente!"
1453,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. É só uma dúvida, pode responder com calma."
1454,Quero cancelar,"Cansei dos problemas, quero cancelar minha assinatura imediatamente. É importante, preciso resolver rápido. Além disso, estou muiot insatisfeito com o suporte, ninguém resolve nada."
1455,Reclamação formal,"Registro uma reclamação: o serviço não entrega o que promete. Crítico, resolvam o quanto antes!"
1456,Parceria comercial,"Temos interesse em uma parceria comercial, com quem falo? Nao cosnigo trabalhar, preciso de solucao imediata."
1457,Boleto não chegou,"O boleto da assinatura não chegou, preciso pagar o pagamento. Estou bloqueado por causa disso."
1458,Pedido de nova feature,Poderia adicionar um modo escuro? Seria um recurso muito útil.
1459,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso?"
1460,Como exportar relatório,"Como faço para exportar o rleatório mensal em PDF? Onde fica essa opção? É importante, preciso resolver rápido."
1461,Reclamação formal,Registro uma reclamação: o serviço não entrega o que promete.
1462,,"SOLICITO O AUMENTO DO LIMITE DE USUÁRIOS DA MINHA CONTA. AGUARDOC OM PRIORIDADE, POR FAVOR."
1463,Mudança de titularidade,"Preciso transferir a titularidade da conta para outra pessoa. É só uma dúvida, pode responder com calma."
1464,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa. É importante, preciso resolver rápido."
1465,Como convidar usuário,Como posso convidar outro usuário para a minha conta?
1466,Novo relatório,Poderia adicionar um relatório de produtividade por equipe?
1467,Onde altero a senha,Gostaria de saber onde altero minha senha de acesso.
1468,Cobrança após cancelamento,"Cancelei mês passado mas continuo sendo cobrado na fatura. É importante, preciso resolver rápido."
1469,Integração com Slack,Poderiam adicionar integracao com o Slack para avisos?
1470,Upload falhando,O envio de arquivo falha sempre com mensagem de erro.
1471,Péssimo atendimento,"Estou muito insatisfeito com o suporte, ninguém resolve nada. Estou bloqueado por causa disso."
1472,Mudança de titularidade,"Preciso transferir a titularidade da conta para outra pessoa. Est átudo parado em producao, urgente!"
1473,Perdi dados importantes,"Perdi dados por causa de um erro de vocês, inadmissível."
1474,Alterar forma de pagamento,"Quero trocar o cartão de crédito cadastrado para o pagamento. Não consigo trabalhar, preciso de solução imediata."
1475,Atualização de cadastro,"Preciso atualizar o endereço e o telefone da minha conta. Não consigo trabalhar, preciso de solução imediata."
1476,API pública,Gostaria de acesso a uma API para integrar com nosso sistema. Estou bloqueado por causa disso.
1477,Pedido de nova feature,"Poderia adicionar um modo escuro? Seria um recurso muito útil. É importante, preciso resolver rápido."
1478,API pública,"Gostaria de acesso a uma API para integrar com nosso sistema. É importante, preciso resolver rápido."
1479,Atualização de cadastro,Preciso atualizar o endereço e o telefone da minha conta. Estou bloqueado por causa disso.
1480,Perdi dados importantes,"Perdi dados por causa de um erro de vocês, inadmissível. Estou bloqueado por causa disso."
1481,Exportação em Excel,"Gostaria que tivesse a opção de exportar em Excel além de PDF. É só uma dúvida, pode responder com calma."
1482,Botão quebrado,"O botão de exportar não funciona, nada acontece ao clicar. Estou bloqueado por causa disso."
1483,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito."
1484,Não carrega os dados,"A listagem não carrega, dá erro 500 e some tudo. Além disso, qual a diferença entre os planos? Posso trocar quando quiser?"
1485,Erro na fatura,"O valor da fatura está diferente do combinado no plano. Está tudo parado em produção, urgente!"
1486,Informação sobre evento,Vocês vão participar de algum evento este ano?
1487,Onde altero a senha,Gostaria de saber onde altero minha senha de acesso.
1488,Tela em branco,"Depois do último update a tela fica em branco, parcee um bug."
1489,Onde altero a senha,"Gostaria de saber onde altero minha senha de acesso. Aguardo com prioridade, por favor."
1490,Pedido de nova feature,Poderia adicionar um modo escuro? Seria um recurso muito útil.
1491,Cancelar assinatura e reembolso,"Quero cancelar e receber o reembolso proporcional da assinatura. Aguardo com prioridade, por favor."
1492,App trava ao abrir,"O aplicativo trava e fecha sozinho toda vez que tento abrir. Aguardo com prioridade, por favor."
1493,Integração com Slack,"Poderiam adicionar integração com o Slack para avisos? É só uma dúvida, pode responder com calma."
1494,,Como posso convidar outro usuário para a minha conta?
1495,Exportação em Excel,"Gostaria que tivesse a opção de exportar em Excel além de PDF. Está tudo parado em produção, urgente!"
1496,Sugestão de recurso,"Gostaria que o sistema permitisse adicionar tags nos tickets. É só uma dúvida, pode responder com calma."
1497,Dúvida sobre integração,"Como funciona a integração com o meu sistema atual? Apenas uma sugestão, sem urgência."
1498,Produto piorou,"Depois da atualização ficou péssimo, estou insatisfeito."
1499,Nota fiscal,"Preciso da nota fiscal do pagamento para o financeiro da empresa. É importante, preciso resolver rápido. Além disso, cancelei mês passado mas continuo sendo cobrado na fatura."
1500,Recuperar acesso,"Esqueci meu login, como faço para recuperar o acesso? Não consigo trabalhar, preciso de solução imediata."
